season,week,player_id,player_name,team,position,fantasy_points,projected_points,prev_week_points,last_3_avg,season_avg,fantasy_stdev,efficiency_ratio,boom_weeks,bust_weeks,high_ceiling_weeks,low_floor_weeks,fantasy_z_score,momentum,positional_avg_fantasy_points,cumulative_fantasy_points
2024,4,4047650,DK Metcalf,SEA,WR,15.4,15.74,20.4,18.4,18.4,11.629703349613008,0.9783989834815756,1.0,0.0,1.0,0.0,-0.25796014823540847,-2.9999999999999982,10.096716917922947,70.6
2024,5,4047650,DK Metcalf,SEA,WR,7.5,15.14,15.4,21.566666666666666,17.65,9.613358760946491,0.4953764861294584,0.0,0.0,0.0,0.0,-1.0558224500300113,-14.066666666666666,10.096716917922947,78.1
2024,6,4047650,DK Metcalf,SEA,WR,7.8,15.02,7.5,14.433333333333332,15.62,9.482457487381634,0.5193075898801598,0.0,0.0,0.0,0.0,-0.824680733913769,-6.633333333333332,10.096716917922947,85.89999999999999
2024,7,4047650,DK Metcalf,SEA,WR,19.9,15.15,7.8,10.233333333333333,14.316666666666665,9.06232126260522,1.3135313531353134,0.0,0.0,0.0,0.0,0.6161041052883891,9.666666666666666,10.096716917922947,105.8
2024,8,4047650,DK Metcalf,SEA,WR,0.0,0.0,19.9,11.733333333333333,15.114285714285714,8.537647718864287,0.0,0.0,0.0,1.0,0.0,-1.7703103023201663,-11.733333333333333,10.096716917922947,105.8
2024,9,4047650,DK Metcalf,SEA,WR,0.0,0.0,0.0,9.233333333333333,13.225,9.541151472886877,0.0,0.0,1.0,0.0,1.0,-1.3861010421626285,-9.233333333333333,10.096716917922947,105.8
2024,10,4047650,DK Metcalf,SEA,WR,0.0,0.0,0.0,6.633333333333332,11.755555555555555,9.95428439305296,0.0,0.0,1.0,0.0,1.0,-1.180954360090384,-6.633333333333332,10.096716917922947,105.8
2024,11,4047650,DK Metcalf,SEA,WR,14.0,14.28,0.0,0.0,10.58,10.094420901336209,0.9803921568627452,0.0,1.0,0.0,1.0,0.33880101032316684,14.0,10.096716917922947,119.8
2024,12,4047650,DK Metcalf,SEA,WR,9.9,15.16,14.0,4.666666666666665,10.89090909090909,9.631765626867645,0.6530343007915568,0.0,0.0,0.0,0.0,-0.10287927772504829,5.233333333333335,10.096716917922947,129.7
2024,13,4047650,DK Metcalf,SEA,WR,10.6,14.77,9.9,7.966666666666666,10.808333333333332,9.187982104440296,0.7176709546377793,0.0,0.0,0.0,0.0,-0.02267454713833742,2.6333333333333337,10.096716917922947,140.29999999999998
2024,14,4047650,DK Metcalf,SEA,WR,8.9,14.9,10.6,11.5,10.792307692307691,8.797012896286777,0.5973154362416108,0.0,0.0,0.0,0.0,-0.21510798206359738,-2.5999999999999996,10.096716917922947,149.2
2024,15,4047650,DK Metcalf,SEA,WR,5.8,14.19,8.9,9.799999999999999,10.657142857142857,8.467014212243278,0.408738548273432,0.0,0.0,0.0,0.0,-0.5736547424379473,-3.999999999999999,10.096716917922947,155.0
2024,16,4047650,DK Metcalf,SEA,WR,14.7,13.01,5.8,8.433333333333332,10.333333333333334,8.254839850195818,1.1299000768639507,0.0,1.0,0.0,0.0,0.5289826024381419,6.2666666666666675,10.096716917922947,169.7
2024,17,4047650,DK Metcalf,SEA,WR,7.2,14.25,14.7,9.799999999999999,10.60625,8.049303800122509,0.5052631578947369,0.0,0.0,0.0,0.0,-0.42317324387087446,-2.5999999999999988,10.096716917922947,176.9
2024,2,4048244,Alexander Mattison,LV,RB,6.1,8.54,0.0,9.23333333333333,10.405882352941177,7.837368068126831,0.7142857142857143,0.0,0.0,0.0,0.0,-0.5494041259147223,-3.133333333333331,9.654273858921162,6.1
2024,3,4048244,Alexander Mattison,LV,RB,13.4,8.35,6.1,6.1,6.1,0.0,1.6047904191616769,0.0,1.0,0.0,0.0,0.0,7.300000000000001,9.654273858921162,19.5
2024,4,4048244,Alexander Mattison,LV,RB,6.0,7.16,13.4,9.75,9.75,5.161879502661797,0.8379888268156425,0.0,0.0,0.0,0.0,-0.7264795697122063,-3.75,9.654273858921162,25.5
